,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label,main_category
213,1,6.149539877300613,1.0,0.162613792243421,8,0.16572779197780502,+,GO:0007059,chromosome segregation,biologicalProcess
214,1,6.149539877300613,1.0,0.162613792243421,8,0.16572779197780502,+,GO:0006534,cysteine metabolic process,biologicalProcess
215,2,2.811218229623137,1.0,0.7114353410649701,35,0.16761821155461,+,GO:0006979,response to oxidative stress,biologicalProcess
245,2,2.39982043992219,1.0,0.833395685247537,41,0.210994209127384,+,GO:0022607,cellular component assembly,biologicalProcess
244,7,1.671719578295312,1.0,4.187305150268113,206,0.20350982093232703,+,GO:0007165,signal transduction,biologicalProcess
243,7,1.671719578295312,1.0,4.187305150268113,206,0.20350982093232703,+,GO:0023052,signaling,biologicalProcess
242,1,4.91963190184049,1.0,0.203267240304277,10,0.19867493192496102,+,GO:0065009,regulation of molecular function,biologicalProcess
241,1,4.91963190184049,1.0,0.203267240304277,10,0.19867493192496102,+,GO:0050790,regulation of catalytic activity,biologicalProcess
240,1,4.91963190184049,1.0,0.203267240304277,10,0.19867493192496102,+,GO:0031167,rRNA methylation,biologicalProcess
239,1,4.91963190184049,1.0,0.203267240304277,10,0.19867493192496102,+,GO:0009435,NAD biosynthetic process,biologicalProcess
238,1,4.91963190184049,1.0,0.203267240304277,10,0.19867493192496102,+,GO:0042128,nitrate assimilation,biologicalProcess
237,18,1.337664263340314,1.0,13.456291308143161,662,0.196909752914838,+,GO:0006725,cellular aromatic compound metabolic process,biologicalProcess
236,2,2.522888154789995,1.0,0.792742237186681,39,0.19638628481209802,+,GO:0009636,response to toxic substance,biologicalProcess
235,2,2.5892799483371,1.0,0.772415513156254,38,0.189131678586922,+,GO:0098754,detoxification,biologicalProcess
234,2,2.5892799483371,1.0,0.772415513156254,38,0.189131678586922,+,GO:0000271,polysaccharide biosynthetic process,biologicalProcess
233,3,2.049846625766871,1.0,1.463524130190797,72,0.18777646781179103,+,GO:0006766,vitamin metabolic process,biologicalProcess
232,3,2.049846625766871,1.0,1.463524130190797,72,0.18777646781179103,+,GO:0006767,water-soluble vitamin metabolic process,biologicalProcess
247,7,1.6092253884524972,1.0,4.349918942511535,214,0.213807687218687,+,GO:0036211,protein modification process,biologicalProcess
231,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0031667,response to nutrient levels,biologicalProcess
229,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0070085,glycosylation,biologicalProcess
228,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0006020,inositol metabolic process,biologicalProcess
227,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0032269,negative regulation of cellular protein metabolic process,biologicalProcess
226,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0046165,alcohol biosynthetic process,biologicalProcess
225,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0071616,acyl-CoA biosynthetic process,biologicalProcess
224,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0035384,thioester biosynthetic process,biologicalProcess
223,2,2.659260487481346,1.0,0.7520887891258261,37,0.181915749662239,+,GO:0006865,amino acid transport,biologicalProcess
222,0,0.0,1.0,2.235939643347051,110,0.17598291498575402,-,GO:0016052,carbohydrate catabolic process,biologicalProcess
221,2,2.733128834355827,1.0,0.7317620650953981,36,0.17474302850383303,+,GO:0097237,cellular response to toxic substance,biologicalProcess
220,2,2.733128834355827,1.0,0.7317620650953981,36,0.17474302850383303,+,GO:1990748,cellular detoxification,biologicalProcess
219,2,2.733128834355827,1.0,0.7317620650953981,36,0.17474302850383303,+,GO:0098869,cellular oxidant detoxification,biologicalProcess
218,11,1.533029771111767,1.0,7.17533358274099,353,0.173645468167191,+,GO:0044267,cellular protein metabolic process,biologicalProcess
217,3,2.138970392104561,1.0,1.4025439580995132,69,0.17281475827696702,+,GO:0042364,water-soluble vitamin biosynthetic process,biologicalProcess
216,3,2.138970392104561,1.0,1.4025439580995132,69,0.17281475827696702,+,GO:0009110,vitamin biosynthetic process,biologicalProcess
230,1,5.466257668711655,1.0,0.18294051627384902,9,0.182366280895211,+,GO:0051248,negative regulation of protein metabolic process,biologicalProcess
1115,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0030388,"fructose 1,6-bisphosphate metabolic process",biologicalProcess
581,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0030149,sphingolipid catabolic process,biologicalProcess
583,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0050992,dimethylallyl diphosphate biosynthetic process,biologicalProcess
946,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0015851,nucleobase transport,biologicalProcess
945,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006222,UMP biosynthetic process,biologicalProcess
944,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0035725,sodium ion transmembrane transport,biologicalProcess
943,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006266,DNA ligation,biologicalProcess
942,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0019954,asexual reproduction,biologicalProcess
941,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0033214,siderophore-dependent iron import into cell,biologicalProcess
940,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006285,"base-excision repair, AP site formation",biologicalProcess
939,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009250,glucan biosynthetic process,biologicalProcess
938,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0000003,reproduction,biologicalProcess
937,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0000027,ribosomal large subunit assembly,biologicalProcess
936,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0072529,pyrimidine-containing compound catabolic process,biologicalProcess
935,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0019388,galactose catabolic process,biologicalProcess
934,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",biologicalProcess
933,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0071466,cellular response to xenobiotic stimulus,biologicalProcess
932,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006605,protein targeting,biologicalProcess
931,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0022411,cellular component disassembly,biologicalProcess
930,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0015985,"energy coupled proton transport, down electrochemical gradient",biologicalProcess
929,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0015986,ATP synthesis coupled proton transport,biologicalProcess
928,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0015988,"energy coupled proton transmembrane transport, against electrochemical gradient",biologicalProcess
927,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0031412,gas vesicle organization,biologicalProcess
926,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0015990,electron transport coupled proton transport,biologicalProcess
925,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0046049,UMP metabolic process,biologicalProcess
924,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006665,sphingolipid metabolic process,biologicalProcess
923,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006307,DNA dealkylation involved in DNA repair,biologicalProcess
922,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006313,"transposition, DNA-mediated",biologicalProcess
921,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0018958,phenol-containing compound metabolic process,biologicalProcess
920,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0019720,Mo-molybdopterin cofactor metabolic process,biologicalProcess
919,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006072,glycerol-3-phosphate metabolic process,biologicalProcess
918,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0019405,alditol catabolic process,biologicalProcess
947,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0010038,response to metal ion,biologicalProcess
917,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0140352,export from cell,biologicalProcess
948,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0015803,branched-chain amino acid transport,biologicalProcess
950,1,1.004006510579692,1.0,0.996009477490958,49,1.000000000001129,+,GO:0033036,macromolecule localization,biologicalProcess
979,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0051336,regulation of hydrolase activity,biologicalProcess
978,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0008272,sulfate transport,biologicalProcess
977,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0042026,protein refolding,biologicalProcess
976,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0098739,import across plasma membrane,biologicalProcess
975,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0046416,D-amino acid metabolic process,biologicalProcess
974,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0005978,glycogen biosynthetic process,biologicalProcess
973,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0071577,zinc ion transmembrane transport,biologicalProcess
972,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0005993,trehalose catabolic process,biologicalProcess
971,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0015740,C4-dicarboxylate transport,biologicalProcess
970,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006768,biotin metabolic process,biologicalProcess
969,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0046189,phenol-containing compound biosynthetic process,biologicalProcess
968,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0008614,pyridoxine metabolic process,biologicalProcess
967,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0030497,fatty acid elongation,biologicalProcess
966,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006497,protein lipidation,biologicalProcess
965,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0035999,tetrahydrofolate interconversion,biologicalProcess
964,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0051782,negative regulation of cell division,biologicalProcess
963,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0009101,glycoprotein biosynthetic process,biologicalProcess
962,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0051453,regulation of intracellular pH,biologicalProcess
961,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0009102,biotin biosynthetic process,biologicalProcess
960,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0009143,nucleoside triphosphate catabolic process,biologicalProcess
959,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0042182,ketone catabolic process,biologicalProcess
958,0,0.0,1.0,0.609801720912832,30,1.000000000001645,-,GO:0044042,glucan metabolic process,biologicalProcess
957,0,0.0,1.0,0.609801720912832,30,1.000000000001645,-,GO:0043038,amino acid activation,biologicalProcess
956,0,0.0,1.0,0.609801720912832,30,1.000000000001645,-,GO:0044242,cellular lipid catabolic process,biologicalProcess
955,0,0.0,1.0,0.650455168973687,32,1.000000000001511,-,GO:0006873,cellular ion homeostasis,biologicalProcess
954,0,0.0,1.0,0.9553560294301031,47,1.000000000001241,-,GO:0009063,cellular amino acid catabolic process,biologicalProcess
953,0,0.0,1.0,0.8740491333083921,43,1.000000000001221,-,GO:0016042,lipid catabolic process,biologicalProcess
952,1,1.004006510579692,1.0,0.996009477490958,49,1.000000000001129,+,GO:1901657,glycosyl compound metabolic process,biologicalProcess
951,1,1.004006510579692,1.0,0.996009477490958,49,1.000000000001129,+,GO:0046700,heterocycle catabolic process,biologicalProcess
949,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006824,cobalt ion transport,biologicalProcess
916,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009065,glutamine family amino acid catabolic process,biologicalProcess
915,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009068,aspartate family amino acid catabolic process,biologicalProcess
914,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009071,serine family amino acid catabolic process,biologicalProcess
879,0,0.0,1.0,0.7114353410649701,35,0.9999999999999861,-,GO:1902600,proton transmembrane transport,biologicalProcess
878,0,0.0,1.0,0.7114353410649701,35,0.9999999999999861,-,GO:0045229,external encapsulating structure organization,biologicalProcess
877,0,0.0,1.0,0.7114353410649701,35,0.9999999999999861,-,GO:0051641,cellular localization,biologicalProcess
876,0,0.0,1.0,0.7114353410649701,35,0.9999999999999861,-,GO:0071555,cell wall organization,biologicalProcess
875,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0015850,organic hydroxy compound transport,biologicalProcess
874,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0030243,cellulose metabolic process,biologicalProcess
873,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0030245,cellulose catabolic process,biologicalProcess
872,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0016998,cell wall macromolecule catabolic process,biologicalProcess
871,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0009220,pyrimidine ribonucleotide biosynthetic process,biologicalProcess
870,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0051273,beta-glucan metabolic process,biologicalProcess
869,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0051275,beta-glucan catabolic process,biologicalProcess
868,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0098661,inorganic anion transmembrane transport,biologicalProcess
867,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0048856,anatomical structure development,biologicalProcess
866,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0032502,developmental process,biologicalProcess
865,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0006012,galactose metabolic process,biologicalProcess
864,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0009653,anatomical structure morphogenesis,biologicalProcess
863,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0071805,potassium ion transmembrane transport,biologicalProcess
862,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0016137,glycoside metabolic process,biologicalProcess
861,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0000105,histidine biosynthetic process,biologicalProcess
860,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0046417,chorismate metabolic process,biologicalProcess
859,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0072337,modified amino acid transport,biologicalProcess
858,0,0.0,1.0,0.24392068836513203,12,0.9999999999998821,-,GO:0006450,regulation of translational fidelity,biologicalProcess
857,0,0.0,1.0,0.9147025813692481,45,0.9999999999996161,-,GO:0046034,ATP metabolic process,biologicalProcess
856,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0006526,arginine biosynthetic process,biologicalProcess
855,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0009205,purine ribonucleoside triphosphate metabolic process,biologicalProcess
854,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,biologicalProcess
853,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0051603,proteolysis involved in cellular protein catabolic process,biologicalProcess
852,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0009313,oligosaccharide catabolic process,biologicalProcess
851,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0044257,cellular protein catabolic process,biologicalProcess
880,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0009432,SOS response,biologicalProcess
881,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0052803,imidazole-containing compound metabolic process,biologicalProcess
882,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0006457,protein folding,biologicalProcess
883,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0046174,polyol catabolic process,biologicalProcess
913,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0043171,peptide catabolic process,biologicalProcess
912,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0071265,L-methionine biosynthetic process,biologicalProcess
911,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006401,RNA catabolic process,biologicalProcess
910,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,biologicalProcess
909,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009410,response to xenobiotic stimulus,biologicalProcess
908,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0019856,pyrimidine nucleobase biosynthetic process,biologicalProcess
907,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0043545,molybdopterin cofactor metabolic process,biologicalProcess
906,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009113,purine nucleobase biosynthetic process,biologicalProcess
905,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0019563,glycerol catabolic process,biologicalProcess
904,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009173,pyrimidine ribonucleoside monophosphate metabolic process,biologicalProcess
903,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process,biologicalProcess
902,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0006805,xenobiotic metabolic process,biologicalProcess
901,0,0.0,1.0,0.162613792243421,8,1.000000000000694,-,GO:0051189,prosthetic group metabolic process,biologicalProcess
900,15,0.9826162254008971,1.0,15.265369746851228,751,1.000000000000451,-,GO:0060255,regulation of macromolecule metabolic process,biologicalProcess
980,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0016139,glycoside catabolic process,biologicalProcess
899,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0022610,biological adhesion,biologicalProcess
897,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0006547,histidine metabolic process,biologicalProcess
896,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:1901264,carbohydrate derivative transport,biologicalProcess
895,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0042558,pteridine-containing compound metabolic process,biologicalProcess
894,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0042278,purine nucleoside metabolic process,biologicalProcess
893,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0043094,cellular metabolic compound salvage,biologicalProcess
892,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0006040,amino sugar metabolic process,biologicalProcess
891,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0016114,terpenoid biosynthetic process,biologicalProcess
890,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0007155,cell adhesion,biologicalProcess
889,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0006071,glycerol metabolic process,biologicalProcess
888,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0019400,alditol metabolic process,biologicalProcess
887,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0071826,ribonucleoprotein complex subunit organization,biologicalProcess
886,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0071897,DNA biosynthetic process,biologicalProcess
885,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0044247,cellular polysaccharide catabolic process,biologicalProcess
884,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0006721,terpenoid metabolic process,biologicalProcess
898,0,0.0,1.0,0.304900860456416,15,1.00000000000015,-,GO:0022618,ribonucleoprotein complex assembly,biologicalProcess
981,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:1901071,glucosamine-containing compound metabolic process,biologicalProcess
982,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0033353,S-adenosylmethionine cycle,biologicalProcess
983,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0043419,urea catabolic process,biologicalProcess
1079,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046168,glycerol-3-phosphate catabolic process,biologicalProcess
1078,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0008615,pyridoxine biosynthetic process,biologicalProcess
1077,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0030488,tRNA methylation,biologicalProcess
1076,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0051707,response to other organism,biologicalProcess
1075,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0008645,hexose transmembrane transport,biologicalProcess
1074,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0032328,alanine transport,biologicalProcess
1073,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006486,protein glycosylation,biologicalProcess
1072,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042402,cellular biogenic amine catabolic process,biologicalProcess
1071,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0050667,homocysteine metabolic process,biologicalProcess
1070,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006152,purine nucleoside catabolic process,biologicalProcess
1069,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:1903008,organelle disassembly,biologicalProcess
1068,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042454,ribonucleoside catabolic process,biologicalProcess
1067,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0043207,response to external biotic stimulus,biologicalProcess
1066,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0051103,DNA ligation involved in DNA repair,biologicalProcess
1065,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046838,phosphorylated carbohydrate dephosphorylation,biologicalProcess
1064,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0140115,export across plasma membrane,biologicalProcess
1063,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046855,inositol phosphate dephosphorylation,biologicalProcess
1062,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046503,glycerolipid catabolic process,biologicalProcess
1061,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009157,deoxyribonucleoside monophosphate biosynthetic process,biologicalProcess
1060,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009162,deoxyribonucleoside monophosphate metabolic process,biologicalProcess
1059,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0002790,peptide secretion,biologicalProcess
1058,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0044355,clearance of foreign intracellular DNA,biologicalProcess
1057,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0051180,vitamin transport,biologicalProcess
1056,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0006817,phosphate ion transport,biologicalProcess
1055,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",biologicalProcess
1054,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0006886,intracellular protein transport,biologicalProcess
1053,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0006544,glycine metabolic process,biologicalProcess
1052,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0000910,cytokinesis,biologicalProcess
1051,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0043605,cellular amide catabolic process,biologicalProcess
1080,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0032984,protein-containing complex disassembly,biologicalProcess
1081,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006415,translational termination,biologicalProcess
1082,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0015744,succinate transport,biologicalProcess
1083,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0070189,kynurenine metabolic process,biologicalProcess
1113,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0015693,magnesium ion transport,biologicalProcess
1112,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0055081,anion homeostasis,biologicalProcess
1111,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006002,fructose 6-phosphate metabolic process,biologicalProcess
1110,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006007,glucose catabolic process,biologicalProcess
1109,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0052701,cellular modified histidine metabolic process,biologicalProcess
1108,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0052703,cellular modified histidine biosynthetic process,biologicalProcess
1107,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0008202,steroid metabolic process,biologicalProcess
1106,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0008203,cholesterol metabolic process,biologicalProcess
1105,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009306,protein secretion,biologicalProcess
1104,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009307,DNA restriction-modification system,biologicalProcess
1103,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009310,amine catabolic process,biologicalProcess
1102,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0043413,macromolecule glycosylation,biologicalProcess
1101,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0016125,sterol metabolic process,biologicalProcess
1100,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0016127,sterol catabolic process,biologicalProcess
1050,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:1901292,nucleoside phosphate catabolic process,biologicalProcess
1099,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:1901072,glucosamine-containing compound catabolic process,biologicalProcess
1097,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006089,lactate metabolic process,biologicalProcess
1096,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0019432,triglyceride biosynthetic process,biologicalProcess
1095,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042399,ectoine metabolic process,biologicalProcess
1094,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0035592,establishment of protein localization to extracellular region,biologicalProcess
1093,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0071545,inositol phosphate catabolic process,biologicalProcess
1092,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0097339,glycolate transmembrane transport,biologicalProcess
2182,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0015804,neutral amino acid transport,biologicalProcess
1090,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006707,cholesterol catabolic process,biologicalProcess
1089,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046460,neutral lipid biosynthetic process,biologicalProcess
1088,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046100,hypoxanthine metabolic process,biologicalProcess
1087,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046463,acylglycerol biosynthetic process,biologicalProcess
1086,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006734,NADH metabolic process,biologicalProcess
1085,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0032940,secretion by cell,biologicalProcess
